developerResponse,review,rating,isEdited,title,date,userName,app_name,app_id
"{'id': 26626242, 'body': 'Sehr geehrter Franzwolfgang,\xa0\n\nvielen Dank für die positive Bewertung und Ihr Feedback. Bitte seien Sie nicht verärgert. An dieser Stelle möchten wir darauf hinweisen, dass nicht die Apps kostenpflichtig sind, sondern die Services (nach Ablauf des Inklusivzeitraums). Durch die Aktivierung der Car Connect Services stehen Ihnen nun zahlreiche Funktionen in der Car Connect App sowie in der My Porsche App zur Verfügung. Wir hoffen diese Erklärung trägt zu mehr Transparenz bei.\xa0\n\nBeste Grüße, Ihr Porsche Contact Team.', 'modified': '2021-12-03T12:57:46Z'}","Ich frage mich, warum ich soeben für viel Geld die Connect-App von Vodafone kaufen musste, um nun dieselben Funktionen kostenlos nutzen zu können.",5,False,"Gute App, aber CarConnect über Vodafone ist Abzocke",2021-11-28 00:21:43,Franzwolfgang,my-porsche,1559529059
"{'id': 25813008, 'body': 'Hallo Doodel97, vielen Dank für Ihr positives Feedback zu unserer My Porsche App. Und weiterhin viel Vergnügen! Ihr Porsche Contact Team\r\n', 'modified': '2021-10-21T13:10:35Z'}",App läuft viel flüssiger als die Vorgänger-Apps. Ladezeiten sind verringert und ein einheitliches Design. Danke!,5,False,Gelungene App,2021-10-15 08:15:16,Doodel97,my-porsche,1559529059
,"Ein Quantensprung zur bisherigen App!
Endlich alles in einer App und übersichtlich dargestellt",5,False,Sehr gute Ergänzung zum Taycan,2022-01-11 15:55:21,Chrischhahn,my-porsche,1559529059
"{'id': 29513807, 'body': 'Guten Tag Maxi Jürgens,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten, arbeiten kontinuierlich an Weiterentwicklungen und werden in Kürze weitere Remote Klima-Funktionen hinzufügen. Sollten die Fehlermeldungen erneut auftreten, bitten wir Sie, uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung zu stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Alternativ senden Sie bitte eine E-Mail (inkl. Porsche ID, Fehlermeldung) an smartmobility@de.porsche.com. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-05-02T14:50:05Z'}","Ich erhalte bei jedem Vorklimatisierungsvorgang eine Fehlermeldung, dass die Vorklimatisierung fehlgeschlagen ist, obwohl die Vorklimatisierung danach eingeschalten wird. Ansonsten fehlt noch die Funktion aus der alten App die Sitzheizung seperat einzustellen.",4,False,Klimatisierungsmeldung,2022-04-15 12:21:26,Maxi Jürgens,my-porsche,1559529059
"{'id': 26754911, 'body': 'Guten Tag tannjew,\xa0\n\nvielen Dank für Ihre Bewertung und Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Wir arbeiten stetig an der Verbesserung der App und Sie können gespannt sein, bald kommen weitere Funktionen hinzu!\xa0\n\nIhr Porsche Contact Team', 'modified': '2021-12-10T10:19:02Z'}","Leider hat die App nur einen Teil des Funktionsumfangs der Vorgänger-App. Das senden eines Navigationsziels an das Fahrzeug hat bei meinem Taycan bisher noch nicht geklappt. Hab’s aufgegeben. Solange beim Taycan noch das bekannte, aber seit Monaten ungelöste Problem mit der willkürlich auslösenden Alarmanlage (Stichwort Innenraumüberwachung) existiert wäre es nett, die Alarmanlage auch über die App deaktivieren zu können. Immerhin, in der App ist mein Taycan auch schwarz wie in der Realität (und nicht weiß wie auf dem Zentraldisplay im Auto).",3,False,Ausbaufähig,2021-12-06 18:46:47,tannjew,my-porsche,1559529059
"{'id': 29513745, 'body': 'Guten Tag Chruklew,\r\n\nvielen Dank für Ihr ausführliches Feedback. Wir entschuldigen uns im höchsten Maße für die Unannehmlichkeiten. Wir arbeiten kontinuierlich an Verbesserungen unserer App. Um Ihnen weiterhelfen zu können, bitten wir Sie, wenn der Fehler auftritt, uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung zu stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Vielen Dank.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team\r\n', 'modified': '2022-05-02T14:48:31Z'}","Gute Idee alles in eine App zu packen und auch ansprechend gestaltet.

Aber überall sind noch Fallstricke! Ich stehe mal wieder bei Aral am Lader und ärgere mich, dass der Server für das Starten des Ladevorgangs nicht verfügbar ist!

Meine Porschekarte war nach einem Umtausch auch mal wieder nicht benutzbar und ich wollte die App einsetzen!!!! Aber Pustekuchen!!!

Da der Telefonservice kosten sollte, wollte ich eine Mail schicken! Geht nicht, da ich Apple Mail nicht mehr installiert habe! Andere Apps haben damit kein Problem! Den Workaround spare ich mir!

Weitere Punkte wie das Fehlen der Unterbrechung eines Ladevorgangs aus der App heraus, die Steuerung von Ladeströmen und äußerst unzuverlässige Timer und Profile tun Ihr Übriges!

Ich kann nur empfehlen über die Webseite zu gehen. Diese funktioniert deutlich zuverlässiger und bietet was Timer und Ladeplanung/Profile angeht mehr Informationen und Funktionalitäten!

Ich habe aber immer noch Hoffnung, dass man mit einem 150TEUR Auto auch irgendwann mal eine gut funktionierende App bekommt! Ich sehne mir mein Modell S zurück!",3,False,Optisch okay! Aber….,2022-04-12 16:31:54,Chruklew,my-porsche,1559529059
"{'id': 27514944, 'body': 'Guten Tag DavidGoliath007, \n\nwir entschuldigen uns für die Unannehmlichkeiten. Wie Sie vermutet haben, handelte es sich um ein kurzfristiges Problem, welches wir inzwischen behoben haben. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung wissen lassen, ob sich die Performance verbessert hat. Vielen Dank. \n\nIhr Porsche Contact Team', 'modified': '2022-01-18T14:19:46Z'}","Bei der alten connect App war es schon eine Zumutung wie lange die gebraucht hat um eine Verbindung zum Server und zum Auto herzustellen.
Bei dieser App jetzt überhaupt keine Konnektivität mehr. Selbst das anmelden wird zum Albtraum. Man wird immer wieder rausgeschmissen nachdem man sich auf eine deutsche Seite eingewählt hat muss man das gleich auf einer englisch lautenden Seite erneut einloggen. Ab da passiert gar nichts mehr ständig Fehlermeldungen!
Da es auch positive Rezensionen gibt kann ich nur darauf hoffen, dass es sich um ein kurzfristiges Problem handelt. Heute bekam ich eine E-Mail, wie wahrscheinlich Tausende andere Kunden, man könne nun diese App runterladen. Vielleicht einfach einen Ansturm auf den Server?
Die Hoffnung stirbt zuletzt….",1,False,Eine absolute Katastrophe,2022-01-12 08:14:55,DavidGoliath007,my-porsche,1559529059
"{'id': 27444394, 'body': 'Guten Tag 922Love, \n\nvielen Dank für Ihr positives Feedback! Wir haben gute Neuigkeiten für Sie: Mit dem neuen Update wurde die App um wichtige Funktionen erweitert! Außerdem arbeiten wir kontinuierlich an der Verbesserung und Weiterentwicklung unserer App. \n\nIhr Porsche Contact Team', 'modified': '2022-01-14T12:40:22Z'}","Mir gefällt das Layout und die Bedienung. Leider fehlen im Vergleich zur Connect App einige Funktionen und Infos. Hoffentlich werden diese bald nachgeliefert. Dafür sehe ich nun die Bedienungsanleitung meines 911, cool!",4,False,Gute Basis,2021-12-22 19:14:44,992Love,my-porsche,1559529059
"{'id': 27563137, 'body': 'Guten Tag mmrazovic, \nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Mittlerweile konnten wir einige Probleme beheben. Bitte lassen Sie uns über eine aktualisierte Bewertung wissen, ob sich die Performance verbessert hat. Vielen Dank. \nIhr Porsche Contact Team', 'modified': '2022-01-20T16:05:31Z'}","Einen Abfahrt Timer konnte ich soeben nicht einstellen, es hieß immer „Server sei nicht erreichbar“. Unmittelbar nach dem gescheiterten Versuchen öffnete ich die alte Connect App, und es hat auf Anhieb funktioniert! Dann wieder der Versuch mit MyPorsche… hat nicht funktioniert.",4,False,Bugs anscheinend noch vorhanden,2022-01-12 07:50:30,mmrazovic,my-porsche,1559529059
"{'id': 28978330, 'body': 'Guten Tag HP_P1,\r\n\nvielen Dank für Ihr Feedback. Wir arbeiten kontinuierlich an Verbesserungen und Weiterentwicklungen unserer App und werden in naher Zukunft weitere Funktionen, z.B. die Reifendruckanzeige, hinzufügen. Wir bitten noch um ein wenig Geduld. Vielen Dank.\r\n\nBeste Grüße,\r\nIhr Porsche Contact Team', 'modified': '2022-04-05T14:56:52Z'}",…….allerdings finde ich die Anzeige für den zuletzt gespeicherten Reifendruck nicht in der App…….die alte konnte das?,4,False,Neues frisches Design,2022-03-30 12:28:28,HP_P1,my-porsche,1559529059
"{'id': 27563319, 'body': 'Sehr geehrter HerrMoSh, \nvielen Dank für Ihre Bewertung und Ihr Feedback. Wir haben gute Neuigkeiten für Sie: Trip Daten Historie wird bald in die My Porsche App implementiert!\r\n\r\nViele Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-01-20T16:16:46Z'}",Eigentlich eine gute Idee alle Apps zu einer zusammenzufassen. Ich vermisse allerdings bei der Anzeige aller Trip Daten die Historie für alle drei Kategorien. Dieses bietet die Porsche Connect App.,3,False,Trip Daten ohne Historie?,2022-01-12 14:24:09,HerrMoSh,my-porsche,1559529059
"{'id': 27631535, 'body': 'Guten Tag The incredible Duke, \nvielen Dank für Ihre aktualisierte Bewertung und die Bestätigung, dass die Funktionalität wieder hergestellt ist. \nBeste Grüße\nIhr Porsche Contact Team', 'modified': '2022-01-24T15:01:48Z'}","Nachdem ich sowohl von Porsche aber auch von Vodafone insgesamt 3 mails bekommen habe über die tolle neue Version 2.0 geht nach dem Update gar nix mehr ausser Auslesen der Fahrgestellnummer und Vereinbarung eines Servicetermims. Das ist bisher wohl nix. Auch bei der Version 1 musste ich erst 30 Minuten mit dem Support telefonieren bis das mit der Netzwerkeinstellung beim iPhone geklärt werden konnte. Banana ware? Die Ware reift beim Kunden. Sie merken: ich bin wirklich verärgert.

Anmerkung auf Bitte der Entwickler: die Funktionalität war nach wenigen Tagen hergestellt. Die unten angefügte Antwort ist korrekt.",1,False,Das ist so nix,2022-01-21 07:16:13,The incredible Duke,my-porsche,1559529059
"{'id': 30454962, 'body': 'Guten Tag rotheerde,\r\n\nwir kommen noch einmal auf Sie zurück, um Ihnen mitzuteilen, dass Sie mit dem neuen My Porsche App-Update nun auch die Reifendruckanzeige nutzen können. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung mitteilen, ob Sie mit der Nutzung der Funktion zufrieden sind. Vielen Dank. \r\n\nViele Grüße \r\nIhr Porsche Contact Team', 'modified': '2022-06-20T12:23:21Z'}",Bitte weitere Informationen zum Fahrzeug aufnehmen wie z. B. Luftdruck,3,False,Fahrzeuginformationen,2021-11-05 08:33:54,rotheerde,my-porsche,1559529059
"{'id': 26228681, 'body': 'Sehr geehrter DaDave90, vielen Dank für Ihre positive Bewertung der My Porsche App. Wir schätzen es sehr, dass Sie sich die Zeit dafür genommen haben. Ihr Porsche Contact Team', 'modified': '2021-11-12T07:57:54Z'}","Endlich alle Funktionen in einer app, modernes look&Feel und es funktioniert einfach :-)",5,False,Richtig gute App und ein super Sprung,2021-10-29 08:56:08,DaDave90,my-porsche,1559529059
"{'id': 29028835, 'body': 'Guten Tag Abo Alken,\r\n\nvielen Dank für Ihr Feedback. Wir entschuldigen uns in höchstem Maße für die Unannehmlichkeiten. Wir bitten Sie, uns über eine aktualisierte Bewertung mitzuteilen, ob das Problem inzwischen behoben ist. Falls nicht, bitten wir Sie, uns weitere Informationen über ""Konto"" -> ""Kontakt und Hilfe"" -> ""Ein Problem mit der App melden"" zur Verfügung stellen oder einfach Ihr Smartphone bei geöffneter App zu schütteln. Dadurch öffnet sich ein E-Mail-Formular und fügt dem Anhang automatisch einen Screenshot des aktuellen Bildschirms hinzu. Dies hilft uns, das Fehlerbild zu analysieren.\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-04-07T11:30:31Z'}","Der Fernzugriff funktioniert nicht (wie: Aufschließen des Fahrzeuges über die Porsche App). Es ist keine Remote Dienste in der App zu sehen. Schade, dass man es pro Jahr bezahlt und es nicht nutzen kann. Ich bin sehr enttäuscht von Porsche App. Man zahlt viel für nichts. Schade.

Ich habe den Fehler vor 2 Wochen mehrmals bei Porsche (samrtmobility) gemeldet (telefonisch und per Email) aber leider heißt es jedes mal das die Techniker daran arbeiten. Aber niemand meldet sich bei mir (nicht einmal eine E-Mail, dass es in Bearbeitung ist).

Wie kann ich weitere Dienste von Porsche kaufen, wenn der erste so ist 😔",1,False,"Funktioniert nicht, Support reagiert nicht",2022-03-01 09:35:19,Abo Alken,my-porsche,1559529059
"{'id': 27631519, 'body': 'Guten Tag Net Gear, \nvielen Dank für Ihre aktualisierte Bewertung! Es freut uns zu hören, dass Ihnen unsere App gefällt - wir bedanken uns auch für Ihre Verbesserungsvorschläge und wünschen Ihnen noch viel Spaß mit unserer App!\nBeste Grüße\nIhr Porsche Contact Team', 'modified': '2022-01-24T15:01:03Z'}","Die Funktionen der alten Apps Car Connect und Connect in einer App vereint. Sehr guter Ansatz, ausbaufähige Umsetzung, da aktuell der z.B. der Reifendruck noch fehlt, lt. Entwickler aber noch folgen wird! 

Dann gibt es auch volle 5 Punkte! Danke für die schnelle Reaktion auf meine erste Bewertung! 

Ansonsten sehr positiv: ansprechende Oberfläche, deutlich schnellere Performance! Die Standheizung kann man z.B. viel schneller starten als mit der alten App! 

Kleiner Verbesserungsvorschlag: den Timer vielleicht nicht ganz so tief im Menu “verstecken”… 

Danke und viele Grüße an das Entwickelerteam!",4,False,Nach Fehlerbehebung deutlicher Fortschritt!,2022-01-21 04:30:05,Net Gear,my-porsche,1559529059
"{'id': 29859847, 'body': 'Guten Tag FlyingPsy,\r\n\nvielen Dank für Ihr Feedback. Wir arbeiten kontinuierlich an Verbesserungen unserer App und werden in Kürze weitere Funktionen hinzufügen. Um Zwischenziele einzugeben, suchen Sie bitte nach Ihrem Wunschort über die Karte und tippen Sie dann auf das obere der drei Symbole in der rechten unteren Ecke der Karte. Dadurch wird ihnen die Route von Ihrem Fahrzeug zum Wunschort angezeigt. Durch ein weiteres Tippen auf die drei Punkte neben der Schaltfläche ""Route an Fahrzeug senden"" können Sie dann Zwischenziele angeben.\n\r\n\r\n\nBeste Grüße\r\nIhr Porsche Contact Team', 'modified': '2022-05-20T07:30:21Z'}","Grundsätzlich gefallen mir Design und Handhabung der App. Mir fehlen aber noch die Möglichkeiten, Zwischenziele einzugeben, HPC-Lader (bspw. Ionity) gezielt auszuwählen und Ziele aus dem iPhone-Kalender zu übernehmen. Gibt es eine Roadmap für diese Funktionen?",3,False,"Gefällt, aber noch ausbaufähig.",2022-04-16 13:25:55,FlyingPsy,my-porsche,1559529059
"{'id': 27514904, 'body': 'Guten Tag Jojo830, \n\nwir entschuldigen uns für die Unannehmlichkeiten - wir arbeiten kontinuierlich an Verbesserungen. Sollten Sie sich bei der Porsche ID neu registriert haben und Ihr Fahrzeug noch nicht hinzugefügt haben, kontaktieren Sie bitte smartmobility@de.porsche.com. Vielen Dank. \n\nIhr Porsche Contact Team', 'modified': '2022-01-18T14:17:54Z'}","Die alte App hat sich zwar ständig getrennt, aber ging wenigstens ab und zu.
Diese lädt ewig um dann anzuzeigen das keine Verbindung möglich ist.
Früher war auch irgendwie der Vodafone Account ausschlaggebend, heute der MyPorsche Account, was dazu führt, das Autos nicht mehr verfügbar sind, dafür eines, das ich selbst gar nicht benutze. 
Das war in der alten App schon blöd, bei mehreren Fahrzeugen und ist jetzt nicht besser geworden.",1,False,Schlimmer als die alte App,2022-01-12 08:15:45,Jojo830,my-porsche,1559529059
"{'id': 27631223, 'body': 'Guten Tag Axlhausen, \nvielen Dank für Ihr Feedback. Wir entschuldigen uns für die Unannehmlichkeiten. Die Funktionen, die für Ihr Fahrzeug verfügbar sind, können Sie unter folgendem Link einsehen: https://connect-store.porsche.com/de/de. Wir arbeiten kontinuierlich an Verbesserungen unserer App und haben Ihren Funktionsvorschlag aufgenommen. Vielen Dank. \nIhr Porsche Contact Team', 'modified': '2022-01-24T14:49:46Z'}","Ich kann damit nichts anfangen. Es wäre schön, wenn die App potentiell mögliche Funktionen auflisten und dann zeigen würde, welche für das betreffende Fahrzeug verfügbar sind und man diese dann einrichten kann. All das kann die App aber nicht. Ich musste in externen Quellen aufwändig aufstöbern wie und unter welchen Bedingungen die Türentriegelung über App möglich ist. Leider nur schöne Marketingbegriffe ohne Mehrwert. 2 Sterne für den Versuch. Aber vom Porsche darf und muss man mehr erwarten.",2,False,Leider keinerlei Mehrwert,2022-01-15 14:31:16,Axlhausen,my-porsche,1559529059
"{'id': 27564034, 'body': 'Guten Tag doktorrahn, \r\nvielen Dank für Ihr Feedback! Wir entschuldigen uns für die Unannehmlichkeiten. Wir arbeiten kontinuierlich an der Verbesserung und Weiterentwicklung unserer App und es werden weitere Funktionen hinzukommen. Wir würden uns freuen, wenn Sie uns über eine aktualisierte Bewertung wissen lassen, ob sich die Performance verbessert hat. Vielen Dank.\r\nIhr Porsche Contact Team\r\n', 'modified': '2022-01-20T16:55:38Z'}","Leider halte ich (bisher) die neue Amy Porsche App in keinster Weise für eine Verbesserung. Die Car Connect App war optisch besser und hatte erheblich mehr Funktionen, die Verbindung zum Fahrzeug funktionierte einwandfrei und die erhoffte Ver-und Entriegelung, die in der neuen my Porsche App am ersten Tag noch angezeigt wurde, ist nun auch wieder verschwunden. Hoffentlich wird sie irgendwann wenigstens gleichwertig- zur Zeit nur Max. 2 Sterne",2,False,Keine Verbesserung,2022-01-13 06:22:29,doktorrahn,my-porsche,1559529059
