review,title,rating,developerResponse,userName,date,isEdited,app_name,app_id
"Ich dachte schon, dass die alte App klasse ist aber die neue sieht nicht nur besser aus sondern ist noch übersichtlicher strukturiert. Man hat wirklich alles auf einen Blick, sodass man sich fast keine Sorgen mehr um sein Auto machen muss. Die App ist bei mir tagtäglich im Einsatz! 

Einen kleinen Kritikpunkt gibt es aber da leider schon - bei der alten App hat die Aktualisierung besser funktioniert und man konnte die Aktualisierung selbst steuern, was mir hier leider sehr fehlt.",Nie mehr ohne!,5,"{'id': 19269327, 'body': 'Daran arbeiten wir schon. Danke für dein tolles Feedback, Saffa_Al! 😍👍', 'modified': '2020-11-22T12:03:14Z'}",Saffa_Al,2020-11-19 15:54:28,False,mercedes-me,1487652920
"Der Funktionsumfang der App ist großartig. Fast alles, was man mit Bezug aufs Fahrzeug einstellen will, ist möglich. Optimiert werden sollten Ladezeiten und die Aktualisierung. Manchmal dauert es kurz nach dem Einstellen einer Sache viele Sekunden bis der Status aktualisiert ist.
Toll ist auch, dass der Ladestatus bei meinem EV jetzt auf der Startseite ist. Es wäre noch besser wenn ich diesen Status weiter oben, also ohne Scrollen sehen könnte oder wenn man das sogar als Widget auf den iPhone Home Bildschirm legen könnte. Dann mit direktem Zugang zur Vorklimatisierung. :-) Das wäre toll!
Ansonsten wie gesagt, tolle App und es ist schön zu sehen, wie sie sich immer weiter entwickelt!",Top App - mit Luft nach oben,5,"{'id': 27488629, 'body': 'Herzlichen Dank für die tolle Bewertung und dein ausführliches Feedback, cs83com! 😍👍 Weitere Verbesserungen sind schon in Arbeit. Viele Grüße!', 'modified': '2022-01-17T12:51:43Z'}",cs83com,2022-01-16 05:30:59,False,mercedes-me,1487652920
"Meine Frau und ich nutzen auf zwei Geräten dieselbe App für dasselbe Fahrzeug. Die Vorgängerapp war übersichtlich und lief stabil. Seid dem Update kommen Aktualisierungen mit dem Fahrzeug nur sehr verspätet.
Teils verschwinden die Icons zu den Features wie Reifendruck und Standheizung und „Mehr“. Entriegeln des Fahrzeuges unzuverlässig.
Somit leider sehr nervig und unbrauchbar.",Seid dem Update2020 leider unbrauchbar,5,"{'id': 18730016, 'body': 'Bitte entschuldige, Ulberd. Nach einem Update kann es u. U. eine gewisse Zeit dauern, bis alle Funktionen wieder voll verfügbar sind. Sollte es - Stand heute - nach wie vor nicht funktionieren, überprüfen wir dein Setup. Nutze dazu einfach die Support-Funktion unter ""Hilfe"" (via Hamburger-Menü-Icon oben links) in der App. Viele Grüße!', 'modified': '2020-10-27T09:24:42Z'}",Ulberd,2020-10-25 16:02:00,False,mercedes-me,1487652920
"Das Design ist sehr ansprechend und die Funktionen übersichtlich aufgebaut. Am häufigsten von mir genutzt wird die Ent-/Verriegelung, das funktioniert immer bestens!",Übersichtlich und schön,5,"{'id': 21190992, 'body': 'Das freut uns, HannaKaren! Danke für dein Feedback! 😍👍', 'modified': '2021-02-21T10:49:43Z'}",HannaKaren,2021-02-18 16:53:09,False,mercedes-me,1487652920
Übersichtlich und hilfreich,Sehr gut App,5,"{'id': 21039699, 'body': 'Herzlichen Dank, Doriantt20014!', 'modified': '2021-02-14T08:46:57Z'}",Doriantt20014,2021-02-11 03:38:30,False,mercedes-me,1487652920
"Super geworden nach der Neuauflage. Die App ist übersichtlich, schnell und intuitiv. Weiter so 😃","Übersichtlich, schnell, einfach",5,"{'id': 18299747, 'body': '😍👍 Dankeschön, flogsc!', 'modified': '2020-10-06T09:49:10Z'}",flogsc,2020-10-03 08:57:26,False,mercedes-me,1487652920
Zur Vorgänger App ist diese Mercedes Me App euch einfach gelungen!! Die App wirkt modern und mein Wunsch nach mehr Funktionen wurde erfüllt!!!! Die einzigen 2 Funktionen die mir Persönlich noch fehlen sind die Fernsteuerung der elektrischen Heckklappe sowie die Unterstützung von Car Key. Die elektrische Heckklappe ist wirklich vertretbar jedoch die CarKey Unterstützung sollte kommen. Alles im allen ist die App trotzdem sehr gelungen dafür gibt es auch die 5 Sterne!!! Warte immernoch auf Apples Carkey!!!! Extra die Vorrichtung bei meiner S klasse geordert und jetzt völlig nutzlos!! Bitte nachziehen bei BMW schon lange verfügbar.,Diese App ist gelungen!!!!,5,"{'id': 21230668, 'body': 'Danke für dein Update, Labdii!', 'modified': '2021-02-23T07:34:03Z'}",Labdii,2021-02-21 14:51:28,False,mercedes-me,1487652920
"Soweit finde ich alles gut und übersichtlich   
Im Moment gibt es Probleme wie z.B Fenster ist offen oder Zündung ist an",Definitiv gute Übersicht,5,"{'id': 21061628, 'body': 'Herzlichen Dank für dein neues Feedback, Mr.Macit! Nach einem Update kann es u. U. eine gewisse Zeit dauern, bis alle Dienste wieder voll verfügbar sind. Sollte es weiterhin nicht funktionieren, überprüfen wir dein Setup. Melde dich dazu unter der 00800 9 777 7777. Je nach Anrufaufkommen können leider längere Wartezeiten entstehen. Viele Grüße!', 'modified': '2021-02-15T11:37:03Z'}",Mr.Macit,2021-02-13 12:20:14,False,mercedes-me,1487652920
"Die läuft sehr stabil und gibt auf sehr übersichtliche Weise nahezu alle relevante Daten. 
Schön wäre noch so etwas wie ein „echten“ Öko Reiter wo dargestellt wird. Wie ökologisch man fährt, wie das Verhältnis Diesel zu Strom ist usw. ist immer nett fürs grüne Gewissen.
Und, zumindest für mich, wäre es schön wenn irgendwie das Tokenalter oder der Gleichen abfragbar wäre. Ich nutze die App auf zwei Accounts (Firma/privat) und kann die App „nur“ mit der Firmenemail freischalten was im Urlaub mangels Zugang nicht möglich ist. Damit könnte man eine Legitimation noch einmal rechtzeitig vor dem Urlaub machen.
Danke für die App!!!",Läuft richtig gut!!!,5,"{'id': 20290007, 'body': 'Wir danken für dein Feedback, MG.Ducky! 👌👍', 'modified': '2021-01-10T08:24:28Z'}",MG.Ducky,2021-01-08 09:05:50,False,mercedes-me,1487652920
"Heute festgestellt, dass die App ständig nur die Dienste aktiviert, diese aber nicht abschließend zum Laufen bringt! Das habe ich nur durch Zufall entdeckt, eine Warnung von der App gibt es nicht. Ist das ein generelles Problem oder betrifft das nur mich? So ist die App leider nicht nutzbar, zumal ich die alte App besser und übersichtlicher fand. Alles jetzt in 3 Apps zu verteilen, ist einfach zu viel!
Update: nach 4 Tagen geht es plötzlich wieder. Dennoch bleiben die sonstigen Kritikpunkte. Vor allem eine Mitteilung, wenn keine Dienste verfügbar sind (warum auch immer), wäre mehr als hilfreich! Ärgerlich, weil die grds. Idee dahinter gut ist. Und die Performance ist echt mies... Im Vergleich zu der einen App bleibt diese App einfach zu langsam und die Meldungen kommen nicht so (schnell und vollständig), wie ich es mir wünschen würde und es bei der alten App war.",Es gibt noch viel zu tun!,3,"{'id': 18122032, 'body': 'Danke für deine neue Rückmeldung, Higate80! 👍 Wir arbeiten fleißig an weiteren Verbesserungen. Viele Grüße!', 'modified': '2020-09-27T07:43:17Z'}",Higate80,2020-09-23 16:10:50,False,mercedes-me,1487652920
"Seit der neuen Version aktualisieren sich die Daten teilweise tagelang nicht. Das war bei der alten Version nicht so. Man kann auch nicht erkennen, wo der Fehler. Mehrfaches deinstallieren und/oder Neustarten brachte nichts. Schade","Übersichtlich, doch nicht zuverlässig",5,"{'id': 18749751, 'body': 'Bitte entschuldige, uk1310. Nach einem Update kann es u. U. eine gewisse Zeit dauern, bis alle Funktionen wieder voll verfügbar sind. Sollte es - Stand heute - nach wie vor nicht funktionieren, überprüfen wir dein Setup. Nutze dazu einfach die Support-Funktion unter ""Hilfe"" (via Hamburger-Menü-Icon oben links) in der App. Viele Grüße!', 'modified': '2020-10-28T07:22:10Z'}",uk1310,2020-10-26 16:42:01,False,mercedes-me,1487652920
"Nach Update funktionieren die (gekauften und bezahlten!) Dienste nicht mehr und lassen sich seit Tagen nicht aktivieren. Support Anfrage über die App seit Ragen unbeantwortet. Ein Stern nur, weil es nicht möglich ist, 0 Sterne zu vergeben. Unterirdisch!

Nachtrag: Nach einem Telefonat mit der Mercedes Me hotline funktioniert jetzt alles wieder so wie es soll - ich finde die neue App viel übersichtlicher und der erweiterte Funktionsumfang ist wirklich sehr hilfreich.",Funktioniert nicht mehr - und dann doch wieder,5,"{'id': 17263208, 'body': 'Hallo nix gibts, bitte melde dich zur genauen Überprüfung einmal direkt telefonisch bei unseren Spezialisten unter der 00800 9 777 7777 . Viele Grüße!', 'modified': '2020-08-14T09:47:45Z'}",nix gibts,2020-08-14 09:47:44,True,mercedes-me,1487652920
Unglaublich gut und übersichtlich das ist genau mein Vorstellung,10 von 10 Punkten,5,"{'id': 17163401, 'body': 'Das freut uns sehr. Vielen lieben Dank, Heriminandus3.0! 😍😍😍', 'modified': '2020-08-09T07:20:19Z'}",Heriminandus3.0,2020-08-08 07:08:52,False,mercedes-me,1487652920
"Das Design und die Features sind wirklich gut und übersichtlich umgesetzt! Großes Lob hierfür... leider habe ich seit dem Update grösere Probleme mit „Falschmeldungen“ ... angeblich ist das Fenster der V-Klasse offen obwohl es das nicht ist, es soll nicht abgeschlossen sein, obwohl sie verriegelt ist. Der Stand ist manchmal nicht aktuell... tankreichweite stimmt nicht mit dem Boardcomputer überein (habe aktuell noch in der App 150km Reichweite, vor 2 Tagen hab ich aber vollgetankt und hab lt. Bordcomputer 750km... 
vielleicht liegt das ja auch an der Internetverbindung der V Klasse, aber es scheint erst seit dem update so gravierend zu sein. Vielleicht bekommt ihr das ja wieder hin... sind nämlich alles echt coole Features die ich immer wieder gern genutzt habe. Lg Simon","Super Design, leider seit dem Update Probleme",3,"{'id': 18067356, 'body': 'Bitte entschuldige, Simonhoechst! Das greifen wir gerne auf zur Überprüfung. Nutze dazu einfach die Support-Funktion unter ""Hilfe"" (via Hamburger-Menü-Icon oben links) in der App. Wir freuen uns über weiteres Feedback. Viele Grüße!', 'modified': '2020-09-24T06:38:41Z'}",Simonhoechst ,2020-09-22 23:02:18,False,mercedes-me,1487652920
"Die APP finde ich persönlich nicht mehr so übersichtlich und ist umständlich!
Hab innerhalb von wenigen Stunden mehrfach die Meldung bekommen Fahrzeug ist nicht verriegelt, obwohl Fahrzeug verriegelt ist. 
Das ganze Design dieser App sagt mir in keinster Weise mehr zu!
Positiv ist die Verbindung zum Fahrzeug ist schneller geworden! 
Apple Watch wird nun nicht mehr unterstützt was soll der Müll...",Verschlechterung,5,"{'id': 17041778, 'body': 'Hallo Pascha 23223, bitte melde dich zur genauen Überprüfung einmal bei unseren Spezialisten unter der 00800 9 777 7777.  Was die Apple Watch betrifft, haben wir bald gute Nachrichten. Viele Grüße!', 'modified': '2020-08-03T08:42:11Z'}",Pascha 23223,2020-07-31 16:02:08,False,mercedes-me,1487652920
"Transaktionen werden nicht angezeigt, Durchschnittsverbrauch im Reiserechner ist nach einer Zeit immer 99,9 kWh usw. 
Navigation immer noch ohne Zwischenstopps. 
Immer noch keine AppleWatch Unterstützung. 
Eher eine Verschlimmbesserung zum letzten Release.",Buggy,5,"{'id': 20011167, 'body': 'Danke für dein neues Feedback, Rizdo. Weitere Features - Apple Watch Support eingeschlossen - sind tatsächlich noch in Arbeit. Wir entschuldigen uns für die Verzögerung. ', 'modified': '2020-12-27T08:22:26Z'}",Rizdo,2020-12-25 09:46:39,False,mercedes-me,1487652920
"Eigentlich ist die App super, ein ganz klarer Mehrwert. ABER immer dieses sporadische nicht Aktualisieren der App, sprich auf einmal wird der Status des Fahrzeugs nicht mehr aktualisiert und man bekommt einen Status von vor 17Stunden angezeigt und das ist schon nervig. Fahrzeug ist korrekt mit Me- Account verbunden, hat 4G Datenverbindung, App wurde deinstalliert, neu installiert / von App ausgeloggt etc. Die Dienste sind alle aktiviert. Bis gestern Nachmittag lief alles tadellos. Endgerät ist IPhone 11 Pro Max mit iOS 15.5. 

Wäre toll wenn es bald wieder klappt!",Eigentlich super……,5,"{'id': 30041226, 'body': 'Danke für deine Rückmeldung, GLB_Horus! Das nächste Update erscheint in Kürze. Viele Grüße!', 'modified': '2022-05-30T07:10:06Z'}",GLB_Horus,2022-05-28 11:17:28,False,mercedes-me,1487652920
"Standort Erfassung funktioniert nicht/ Luftdruckanzeige funktioniert nicht! Ihr hattet doch eine App die zu 100% funktionierte, warum der Wechsel?? Bleibt lieber beim Auto bauen und kauft euch eine App-Schmiede die ihr Handwerk versteht.  Die neue App ist einfach eine Katastrophe!!!!! Nachdem das neue Update eingespielt wurde funktioniert nun alles wieder wie gewohnt! Jetzt gibts auch wieder Sterne 👍😀 und zwar 5!",Katastrophe auch nach 2 /3 Wochen!,5,"{'id': 18122061, 'body': 'Vielen herzlichen Dank, ABuddel! 😊😍👍 ', 'modified': '2020-09-27T07:44:51Z'}",ABuddel,2020-09-23 16:29:14,False,mercedes-me,1487652920
"Die neue Mercedes Me App ist absolut gelungen und wirkt deutlich frischer und moderner als der Vorgänger. Nutze sie nun seit zwei Monaten und empfinde sie als deutlich zuverlässiger als zuvor. 

Als Apple Watch Nutzer vermisse ich aber etwas die Watch App die es vorher gab - mal schnell vom Handgelenk die Standheizung einschalten oder prüfen ob das Auto wirklich zu ist war eine feine Sache. Ich hoffe, dass das nochmal zurück!

Ansonsten gilt aber: Daumen rauf 👍",Gelungene Neuauflage,5,"{'id': 17975500, 'body': 'Die Apple Watch Unterstützung ist bald zurück, Julian. 😉 Herzlichen Dank für dein tolles Feedback! 😊👍', 'modified': '2020-09-20T11:15:02Z'}",Julian J. Maurer,2020-09-16 17:04:49,False,mercedes-me,1487652920
Endlich funktioniert die App so wie sie schon immer sein sollte... übersichtlich und mit allen Funktionen!!! Ein Lob an die Entwickler,Endlich!!!,5,"{'id': 17908775, 'body': 'Vielen herzlichen Dank, Andiburk! 😍👍', 'modified': '2020-09-16T09:57:01Z'}",Andiburk,2020-09-14 13:17:09,False,mercedes-me,1487652920
"Sehr übersichtlich, deutlich mehr Informationen als in der alten App",Mercedes me 2020,5,"{'id': 17112739, 'body': '👍😊👍', 'modified': '2020-08-06T06:20:26Z'}",LittleStripes,2020-08-05 12:54:11,False,mercedes-me,1487652920
"Liebes Softwareteam,
Ihr habt tolle Arbeit geleistet! Die GUI sieht modern aus, das Fahrzeug reagiert schnell auf die gesendeten Befehle. Funktionen sind gut zu finden. Die alte App war sehr unübersichtlich, das habt ihr nun sehr gut hinbekommen. Auch neue Funktionen, die ich davor nie gefunden habe, konnte ich gleich ausprobieren. Bin begeistert und der neue CLA macht nun noch mehr Spaß!
Weiter so und freue mich schon auf eure neuen Ideen!
Viele Grüße
Rudi",Richtig gut,5,"{'id': 17026551, 'body': 'Vielen herzlichen Dank, Rudi. Das geht runter wie Öl! 😍👍', 'modified': '2020-08-02T13:38:44Z'}",rudihaus,2020-07-30 08:05:23,False,mercedes-me,1487652920
Im Vergleich zur alten Version läuft diese viel besser und konstanter. Zudem sieht sie optisch auch ansprechender aus.,Gelungen,5,"{'id': 16870803, 'body': 'Danke für die lieben Worte und die tolle Bewertung, Butto123456! 😊', 'modified': '2020-07-26T06:55:26Z'}",Butto123456,2020-07-24 20:34:12,False,mercedes-me,1487652920
"Die neue App funktioniert super einfach und ist übersichtlich. Macht die connected Features von Mercedes viel nützlicher und damit das Leben einfacher. So eine App sollte jeder Hersteller im Portfolio haben und ist ein must have das hier gut umgesetzt wurde, daher 5 Sterne!","Übersichtlich, einfach und voller Features",5,"{'id': 17044782, 'body': 'Vielen herzlichen Dank, Chris13Chris13! 👍😍👍', 'modified': '2020-08-03T10:07:56Z'}",Chris13Chris13,2020-08-02 13:13:40,False,mercedes-me,1487652920
"Mein Leasingvertrag ist jetzt etwas älter als 3 Jahre, deshalb sind meine dazugebuchten Dienste alle abgelaufen. Da ich in ca. einem Monat meinen neuen Wagen bekomme, lohnt sich eine Verlängerung nicht (die Preise sind nicht günstig).
So weit, so gut, aber dass mir die App jetzt überhaupt nichts mehr anzeigt, nicht mal den Kilometerstand, das ist eine Unverschämtheit. Bitte stellen Sie ein Minimum an Informationen auch kostenfrei zur Verfügung.",Ohne kostenpflichtige Dienste völlig wertlos,5,"{'id': 17607020, 'body': 'Bitte entschuldige die Umstände, mattgl! Unsere Basisdienste wie Wartungs-, Unfall- und Pannenmanagement, sowie Tele- und Fahrzeugferndiagnose sind nach wie vor kostenlos verfügbar. Wenn dein neues Fahrzeug auch ein Mercedes-Benz ist, melde dich bitte zur Überprüfung der Möglichkeiten einmal direkt bei unseren Spezialisten unter der 00800 9 777 7777 . Viele Grüße!', 'modified': '2020-08-31T13:48:11Z'}",mattgl,2020-08-30 06:13:40,False,mercedes-me,1487652920
Mit der neuen Version läuft es auf iOS einwandfrei. Übersichtlich und einfach zu bedienen.,Läuft!,5,"{'id': 16927897, 'body': 'Wir entschuldigen uns für die Unannehmlichkeiten, gurkenstein! Der Login sollte nun wieder problemlos möglich sein. Bitte aktualisiere zunächst auf die aktuellste Version 1.3.0 und versuche es erneut. Wenn alles läuft, freuen wir uns natürlich über weiteres Feedback von dir. Viele Grüße! ', 'modified': '2020-08-15T12:06:38Z'}",gurkenstein,2020-08-15 12:06:38,True,mercedes-me,1487652920
