userName,title,date,isEdited,review,rating,app_name,app_id,developerResponse
KaiPI87,„Verschlimmbessern“,2018-08-15 07:19:58,False,"Ich nutze die App seit dem Kauf meines neuen 7er GTI und ich muss sagen dass diese immer schlechter Funktioniert! Man hat noch schlimmer das Gefühl, dass nicht mehr der Kunde im Mittelpunkt steht sondern die maximale Datenerfassung! Ständig ändern sich die AGBs und man kommt per Handy gar nicht mehr in seinen Account. Komischerweise funktioniert es am PC? Auf dem Handy sind keine Anmeldedaten verfügbar?! Was soll das? Da brauch ich gleich keine App mehr!",5,volkswagen-we-connect,656549103,"{'id': 4699513, 'body': 'Hallo KaiPI87, wir freuen uns sehr, dass Sie an der Nutzung der Volkswagen Car-Net App interessiert sind. Bitte kontaktieren Sie uns unter carnet-support@volkswagen.de oder telefonisch unter +49 800-8655792436, damit wir bei Ihrem Anliegen weiterhelfen können.\nViele Grüße, das Car-Net Team.', 'modified': '2018-08-17T07:01:31Z'}"
Diggi MM,Gut und übersichtlich,2020-04-08 19:57:59,False,"Leicht bedienbar, übersichtlich",5,volkswagen-we-connect,656549103,"{'id': 14589087, 'body': ""Hi Diggi MM, danke für dein Feedback und natürlich auch für deine Sternebewertung! Klasse, dass für dich unsere App einfach zu bedienen ist. Viel Spaß wünschen wir dir noch dabei. Fahr sicher und hab' noch schöne Osterfeiertage!!! Viele Grüße, dein We Connect Team. "", 'modified': '2020-04-10T11:29:51Z'}"
TKAS1,Routenplanung,2019-04-13 06:55:26,False,"Routenplanung zu ungenau.
1. Eingegebene Ziele werden z.T. als ähnliche - nicht aber als exakte Adresse wiedergegeben. z.B. Steigenberger Sonnenhof Bad Wörishofen. Bei Zieleingabe funktioniert es richtig. Manchmal werden stattdessen nur Koordinaten angegeben, obwohl eine konkrete Adresseingabe vorlag (insbesondere in Norwegen).
2. Teilziele der Routenplanung können nicht benannt werden: ich würde gerne das Hotel, den Restaurantnamen, den Kundennamen alternativ eingeben und anschließend auch sehen anstatt einer nichtssagenden Adresse, die zudem falsch sein könnte (siehe 1.). Das gilt auch für Übernahmen aus dem Adressbuch.
3. Bei etwas längeren Zwischenstationen „vergisst“ das System, dass es in mitten einer Route ist. Dann wird es aufwändig.
=> Routenplanung so nahezu unbrauchbar, frustrierend.
4. Wintersperren in Österreich werden auch im Sommer nicht aufgelöst - erkannt, obwohl eine Galeriestraße durch den Berg existiert. B99 Radstadt - Mauterndorf.
5. Die Berechnung der optimalen Wegstrecke erfolgt nur einseitig. Daher werden bei der Rückfahrt zum Ausgangspunkt gelegentlich andere Strecken (verkehrsunabhängig) angegeben. Es wäre zeitgemäß - zumal bei drei angebotenen Alternativen - Strecken auch gleich rückwärts zu berechnen und daraufhin die angebotene Strecke zu optimieren. Außerdem ergäben sich daraus echte Alternativen. Z.B.: Buchloe - Wolfsburg.",5,volkswagen-we-connect,656549103,"{'id': 8310134, 'body': 'Hallo TKAS1, wir bedanken uns für deine Bewertung und deinen Kommentar und bedauern, dass du nicht vollkommen zufrieden mit der Car-Net App bist. Die Meinung unserer Kunde ist uns sehr wichtig und motiviert uns unsere Produkte stets zu verbessern. Wir wissen deine Anregungen zu schätzen und haben deine Verbesserungsvorschläge an unser Entwicklungs-Team weitergeleitet. Für weitere Fragen, kontaktiere uns telefonisch unter der kostenfreien Servicenummer 0800 – 40 888 00. Beste Grüße, dein Car-Net Team.', 'modified': '2019-04-22T07:24:00Z'}"
koernerwebinfo,"Okay, aber etwas nervig",2021-12-09 18:25:02,True,"Leider bekommt man andauernd E-Mails wegen der Änderung des mobilen Schlüssels. Warum, weiß ich nicht. Leider ist wohl VW mit Apple im Streit, weswegen auch die Funktion für Familienmitglieder freigeben nicht funktioniert. Sehr schade…

Oh weia VW! Da schreibt ihr, dass man sich unter der Mailadresse melden soll und es Hilfemöglichkeiten gibt… Ich ganz begeistert geschrieben. Die Antwort? Mit Apple-Geräten ist es leider nicht möglich… - Das wusste ich schon und es ist für ein Unternehmen wie VW immer noch peinlich, so eine große Kundengruppe im Regen stehen zu lassen. Zweiter Punkt: E-Mails zu mobilen Schlüsseln: Die werden durch ein Ab- und Anschalten eines Steuermoduls ausgelöst. Man soll sich keine Sorgen machen. Manuell kann man die Dienste ganz ausschalten. Super Antwort - auch überhaupt nicht hilfreich! Die Standheizung über die App zu nutzen ist eine sinnvolle und gute Funktion. Die nervigen Mails sind somit aber unumgänglich. Also VW ehrlich - wenn man keine echte Lösungen bieten kann, einfach keine schlauen Kommentare schreiben, dass man sich per Mail an den Support wenden soll und das es dann Lösungen gäbe. Noch peinlicher, als die eigentlichen Probleme nicht in den Griff zu bekommen…",2,volkswagen-we-connect,656549103,"{'id': 26717959, 'body': 'Hallo koernerwebinfo, vielen Dank für Ihr hilfreiches Feedback. Mit dem erwähnten Problem können wir Ihnen helfen, wenn Sie Sich mit Bezug zur Rezension per E-Mail\n(weconnect-support@volkswagen.de) an uns wenden. Weiterhin eine gute Fahrt mit Ihrem Volkswagen! Viele Grüße, das We Connect Team. \n', 'modified': '2021-12-09T18:25:02Z'}"
RockStA81,Funktioniert nicht zufriedenstellend,2020-07-15 06:14:21,False,"Leider ist nur in ca. 50% der Fälle ein Anmelden in der App überhaupt möglich („Ein Fehler ist aufgetreten. Bitte versuchen Sie dazu einem späteren Zeitpunkt wieder.“). Bitte die Kommunikation mit dem VW-Server verbessern! Wenn man eingeloggt ist, wird ebenfalls in maximal der Hälfte der Fälle der Status des Fahrzeugs korrekt angezeigt. Und das, obwohl der PKW nachweislich im Freien mit guter Internetverbindung steht. Zudem werden nicht alle Fahrten erfasst (?).",5,volkswagen-we-connect,656549103,"{'id': 16647855, 'body': 'Vielen Dank für dein Feedback, lieber RockStA81. Jetzt sollte alles wieder einwandfrei funktionieren. Solltest Du aber weiterhin Schwierigkeiten haben, bitten wir dich, uns direkt zu kontaktieren!! Wir sind jederzeit unter der Rufnummer +49 800 40 888 00 für dich erreichbar. Fahr sicher und bleib gesund, Dein We Connect Team.', 'modified': '2020-07-15T13:04:08Z'}"
Jigsaw2014,Unzuverlässig,2019-10-25 05:56:14,False,Leider funktioniert  die App seit fast einer Woche nicht mehr.,5,volkswagen-we-connect,656549103,"{'id': 11795767, 'body': 'Du glaubst nicht, wie enttäuscht wir sind, lieber Jigsaw2014, dass sich schon wieder der Fehlerteufel in unsere Serverlandschaft eingeschlichen hat. Dabei hatte er uns letztes Mal versprochen, nicht wiederzukommen! :(\nEr ist nun weg - entschuldige bitte den ganzen Ärger! Beste Grüße von deinem We Connect Team!', 'modified': '2019-11-12T09:50:32Z'}"
Lupo1001,App überwiegend gut. Warum sehe ich mein Fahrzeug nicht?,2019-07-14 20:02:02,True,"Die App tut überwiegend, was sie soll. Den Mehrwert seit dem Update von Car-Net kann ich noch nicht erkennen. Als Schlüssel wie bei Tesla kann ich sie noch immer nicht verwenden, auch öffnen/schließen aus der Ferne geht beim e-Golf nicht. Warum wird mein e-Golf nicht dargestellt? Es kommt nur eine übergroße generische Strichzeichnung eines Fahrzeugs ganz oben in der App. Warum nicht ein e-Golf, wie man es so oft auf anderen Bildern in der Werbung sieht? FIN ist doch vorhanden, da sollte VW doch in der Lage sein, ein passendes Bildchen einzuspielen? Oft sind es nur ein paar Kleinigkeiten, die bei Tesla schon bei der Bestellung in der App passen! Vielleicht liest hier einer mit, der was dafür tun kann und kommt darauf zurück...",4,volkswagen-we-connect,656549103,"{'id': 8490216, 'body': 'Hallo Lupo1001, vielen Dank für deine Bewertung und dein Feedback. Wir freuen uns, dass dir die Car-Net App gefällt und wünschen dir weiterhin viel Freude damit. Um überprüfen zu können, ob dein Volkswagen über die Funktion ""Verriegeln & Entriegeln"" des ""Security & Service Plus"" Dienstepaketes von Car-Net verfügt, bitten wir dich uns unter 0800-4088800 zu kontaktieren. Viele Grüße, dein Car-Net Team.', 'modified': '2019-07-14T20:02:03Z'}"
Daniel1326,"Gute App, mehr Funktionen wünschenswert",2019-01-11 10:21:29,False,"Die App ist im zeitgemäßem Design und tut was sie soll. Ich würde mir zusätzliche Funktionen und Auswertungen wünschen. Das fängt bei banalem Bearbeiten der Online Ziele (z.B Name oder Adresse), zur Zeit muss ich den Eintrag löschen und neu anlegen. Richtig begeistert wäre ich bei dem Zugriff bzw. Auswertung der anderen vielen Sensoren im Auto. Mit wie vielen Personen bin ich gefahren, in welchem Gang, welche Türen wurden wie oft geöffnet etc. Ich weiß, das ist für viele Spielerei. Aber die Daten sind doch da, warum nicht optional Zugriff geben? Ich hoffe da kommt noch was von VW.",4,volkswagen-we-connect,656549103,"{'id': 6795560, 'body': 'Lieber Daniel1326 , wir möchten uns bei dir für den Kommentar und die Bewertung bedanken. Deine Vorschläge geben wir gerne weiter, denn wir sind stets bemüht unser Produkt zu verbessern. Wir wünschen weiterhin viel Spaß bei der Nutzung von Car-Net. Viele Grüße aus Wolfsburg. Das Car-Net Team.', 'modified': '2019-01-11T18:46:13Z'}"
Thermonucléaire,Einrichtung ist eine Katastrophe,2019-02-09 09:09:25,False,"Wenn man dann nach unzähligen Schritten den „Hauptnutzer“ eingerichtet hat (ich wünsche viel Geduld) kommt man evt. auf den Gedanken, einen „Mitbenutzer“ einzurichten (kommt ja vor, dass ein VW von zwei Fahrern benutzt wird). Jetzt kommen zu den unzähligen Schritten noch unsinnige Schleifen hinzu: da es keine Anleitung zur Einrichtung eines Mitnutzers gibt, folgt man einfach den einzelnen Schritten. Man endet bei: „Wollen Sie jetzt den Hauptnutzer wechseln?“ NEIN, WILL ICH NICHT. Soll ja ein „MITbenutzer“ werden 🤔. Da im ganzen Registrierungsprozess kein einziges Mal nach irgendeinem Hauptnutzer gefragt wird, kann ja etwas bei dem Prozess nicht stimmen. 
Da offensichtlich ein Mitbenutzer (für das selbe Fahrzeug!) ebenfalls einen (nach der kostenlosen Probierphase) kostenpflichtigen Vertrag abschließen soll, haben wir es dann auch nicht weiter versucht. Jetzt melden wir uns eben mit einem Account an, da wir ja eh nicht gleichzeitig mit dem einen Auto fahren können. 
Probiert‘s doch einfach mal selber aus - ist nicht lustig.",3,volkswagen-we-connect,656549103,"{'id': 7224479, 'body': 'Hallo Thermonucleaire, vielen Dank für deine Bewertung und das damit verbundene Feedback. Die entstandenen Schwierigkeiten bedauern wir sehr. Wir haben deine Anregung an unsere Entwickler weitergeleitet. Falls es nicht möglich sein sollte einen “Mitbenutzer” hinzuzufügen, wende dich mit deinem Anliegen bitte an carnet-support@volkswagen.de oder per Telefon an 0800 – 40 888 00. Wir tun unser Bestes, dir weiterzuhelfen. Viele Grüße. Dein Car-Net Team.', 'modified': '2019-02-10T12:02:58Z'}"
coachsenco,Ohjeeeeee,2019-03-16 06:04:49,False,"Eigentlich gute App... funktioniert nur nicht (mehr)! Seit 2 Wochen ca.! 
Kriege Statusbenachritigungen per Mail über mein Auto, die App aber lässt mich nicht mehr einloggen! Keine Daten gefunden? Hää? Standheizung ständig genutzt zum Beispiel, nun keine Daten? Kein Benutzerkonto? 
Passwort gefühlt 50 mal zurückgesetzt, nichts hilft! 
DRINGEND Abhilfe! Bitte auch keine standard-nichts-sagende-Antworten geben, einfach machen!!!",5,volkswagen-we-connect,656549103,"{'id': 7763530, 'body': 'Hallo coachsenco, vielen Dank für dein Feedback. Es tut uns wirklich leid, dass du mit unserer App Schwierigkeiten hast. Gerne werden wir dein Anliegen an unsere technische Abteilung weiterleiten. Damit wir dir allerdings helfen können, bitten wir dich uns telefonisch unter 0800 – 40 888 00 oder per E-Mail unter carnet-support.de zu kontaktieren. Wir freuen uns auf deiner Rückmeldung. Viele Grüße, dein Car-Net Team.', 'modified': '2019-03-16T17:48:27Z'}"
egolf-user,Gute Bedienung jedoch keine stabile Verfügbarkeit,2020-06-11 12:02:44,False,Bedienung ist gut und intuitiv. Leider kommt es immer wieder zu Unkalkulierbaren loginproblemen wodurch das abfragen von Fahrzeuginformationen (z.b Ladezustand) und steuermöglichkeiten (z.b. Klimatisieren am ladepunkt) ) nicht möglich sind. Eine detailliertere Rückmeldung welcher Teil der Kommunikationskette die Nichtverfügbarkeit verursacht wäre hilfreich. Darüber hinaus ist die Nutzung aller Funktionen leider nicht im Basisservicevertrag enthalten.,4,volkswagen-we-connect,656549103,"{'id': 16022192, 'body': 'Lieber egolf-user,\nvielen Dank für Dein vielschichtiges Feedback. Mit dem erwähnten Problem können wir Dir nur helfen, wenn Du Dich mit Bezug zur Rezension per E-Mail (weconnect-support@volkswagen.de) oder per Telefon (+49 800 - 40 888 00), an uns wendest. \nWeiterhin eine gute Fahrt mit Deinem Volkswagen, Dein We Connect Team.', 'modified': '2020-06-16T13:21:53Z'}"
MarcR83GTI,"Am Anfang sehr gut, nun seit Tagen ohne Funktion",2021-01-19 18:23:47,False,"Die App bietet tolle Möglichkeiten und gute Überblicke über meinen Golf.

Leider zeigt die App jetzt schon seit Tagen einen Fehler beim Login an, nichts geht.",5,volkswagen-we-connect,656549103,"{'id': 20548894, 'body': 'Hallo MarcR83GTI,  wir möchten uns bei Dir für den Kommentar und die positive Bewertung bedanken. Wende Dich doch mit deinem Anliegen bitte per E-Mail an weconnectsupport@volkswagen.de oder per Telefon an +49 800-40 888 00. Viele Grüße, das We Connect Team.', 'modified': '2021-01-21T09:38:59Z'}"
Meistertischler,Zeit dem vorletzten Update wertlos,2018-02-01 05:25:10,False,"Leider wurde das vorletzte Update mit Fehlern nur so überhäuft . Erst ständiger neuer Login (Würde im Letzten Update behoben) und das schlimmste es werden keine Adressen aus dem Kalender mehr übernommen. Es steht immer da „ Adresse könnte nicht gefunden werden“. Somit ist die Hauptfunktion so zu sagen ohne Funktion und das jetzt schon mehrere Monate.
vielleicht sollten die Verantwortlichen das was sie programmieren auch mal Live ausprobieren. 
Bis zum besagten Update hat alles tatenlos funktioniert!!!",4,volkswagen-we-connect,656549103,
Ondemand junkie1,Alles gut,2022-02-21 20:02:57,False,Es fehlt an nichts. Alle Informationen zum Fahrzeug die man braucht.,5,volkswagen-we-connect,656549103,"{'id': 28213283, 'body': 'Hallo Ondemand junkie1, wir möchten uns bei Ihnen für den Kommentar und die positive Bewertung bedanken. Wir wünschen Ihnen weiterhin eine gute Fahrt und viel Spaß bei der Nutzung der Dienste. Viele Grüße, das We Connect Team. ', 'modified': '2022-02-23T12:05:11Z'}"
Stecknadelsucher,Armutszeugnis...,2019-07-15 08:43:43,False,"Selbst mit neuer Aufmachung zeigt die App die gleichen Probleme, Meldungen wie „Leider konnten nicht alle Daten geladen werden“ oder „Es tut uns leid, leider ist ein Problem aufgetreten“.
Ich hoffe das es irgendwann bessere Programmierer gibt!",5,volkswagen-we-connect,656549103,"{'id': 9677288, 'body': 'Hallo Stecknadelsucher, vielen Dank für deine Bewertung und deinen Kommentar. Wir bedauern es, dass unsere neue We Connect App nicht deinen Erwartungen entspricht. Wir sind stets bemüht, mit neuen Updates unsere Produkte zu verbessern. Bei Fragen kannst du uns gerne unter der kostenfreien Servicenummer 0800-40 888 00 kontaktieren. Viele Grüße, dein We Connect Team.', 'modified': '2019-07-16T03:47:36Z'}"
Andi/B,Leider nicht ganz perfekt,2020-02-04 10:54:08,False,Es fehlt leider in meiner Version die Echtzeit-Fahrstrecken-Anzeige und ein Fahrtenbuch. Es ist nur die aktuelle Parkposition des Fahrzeugs sichtbar. Diese Funktionen sind für mich sehr wichtig und in viele anderen Apps Standard wie z.B. Yellowfox oder CarConnect der deutsche Telekom 😔,4,volkswagen-we-connect,656549103,"{'id': 13647349, 'body': 'Hallo Andi/B, für deine Fahrtenbücher kannst Du die We Connect Go App verwenden. Ansonsten erreichst Du uns jederzeit unter der Rufnummer 0800 - 40 888 00. Viele Grüße von deinem We Connect Team!', 'modified': '2020-02-23T09:12:52Z'}"
Matze574,App ok außer zu Vetragsbeginn,2020-04-23 12:34:45,False,"Grundsätzlich bin ich ganz zufrieden mit der App. Es dauert zwar immer etwas bis die Daten vom oder zum Fahrzeug gelangen, aber das ist noch erträglich. Schlimmer finde ich das zum Vertragsbeginn oder wie jetzt in meinem Fall bei einer Vertragsverlängerung die App überhaupt nicht funktioniert, obwohl ich alles korrekt eingegeben habe und registriert bin. Telefonisch (24/7) erreiche ich  bei VW auch niemanden. Schade eigentlich.",5,volkswagen-we-connect,656549103,"{'id': 14887938, 'body': 'Hey lieber Matze574, danke für dein Feedback und das Interesse an unserer We Connect-Dienste. Magst du uns eventuell nochmals zu kontaktieren und uns dein Anliegen genau schildern? Du erreichst uns unter 0800 40 888 00 oder gerne auch via E-Mail unter weconnect-support@volkswagen.de. Schönes Wochenende und fahr sicher. Viele Grüße, Dein We Connect Team.', 'modified': '2020-04-24T11:03:40Z'}"
Winterschläfer 2014,"Update 3.2.5 Sehr gute App, bisher keine Probleme",2019-12-03 04:54:08,False,"heute steht im App Store ein Update für die Car Net App auf Version 3.2.5 zur Verfügung. In der Versionsangabe steht als Hinweis ""Fehlerbeseitigung"". Super dachte ich und habe upgedatet. Jetzt kann ich nicht mehr auf mein Fahrzeugkonto zugreifen ??. Mit der Vorgängerversion lief es tadellos. Schade☹️ 
3.2.6 funktioniert wieder. Danke",5,volkswagen-we-connect,656549103,"{'id': 13646419, 'body': 'Danke für deine Bewertung, Winterschläfer. Jetzt mit der aktuellen Version sollte auch weiterhin alles wieder gut sein. Falls nicht, gib uns gern Bescheid, wir helfen gern! Beste Grüße von deinem We Connect Team', 'modified': '2020-02-23T07:59:47Z'}"
