review,isEdited,userName,rating,date,title,developerResponse,app_name,app_id
"Hab die Apps von Audi vorher eher selten benutzt, da die wlan Verbindung mit dem Auto recht lange Dauer und kein ordentlicher Streamingdienst unterstützt wurde. Jetzt nutze ich die Apps bei jeder Fahrt, dauert zwar immer noch etwas lange mit der Verbindung aber jetzt lohnt sich durch die Integration von Amazon Musik das warten. Wenn es denn erstmal läuft, läuft es sehr stabil und in einer guten Geschwindigkeit. Wenn jetzt noch das Verbinden beschleunigt wird, gibt es auch 5 Sterne

Update:
Leiden kommt es jetzt immer öfter zu Aussetzer, die Wiedergabe springt und es kommt teilweise die Meldung: Dienst nicht verfügbar.
Es dauert immer etwas bis es wieder läuft oder man schließt die App und Start sie wieder neu, was beim fahren natürlich sehr schlecht ist. Das ganze tritt zufällig auf und obwohl Iphone und MMI vollen LTE Empfang und ausreichend Datenvolumen haben. Es macht auch keinen Unterschied ob das IPhone in der Tasche oder in der Fonbox liegt.",False,Remann84,2,2018-07-27 06:14:51,Endlich Amazon Musik für A6,"{'id': 8258636, 'body': 'Hallo Remann84,\ndie myAudi App benötigt für eine stabile Verbindung zum MMI Zugriff auf den Standort. Detaillierte Informationen zur Fahrzeugverbindung können Sie ab sofort auch in Ihrer Profilübersicht einsehen.\nWeitere Fragen beantworten wir gerne unter 0800 - 28 347 378 423 oder kundenbetreuung@audi.de. Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2019-04-17T10:32:35Z'}",myaudi,440464115
Endlich habt ihr es geschafft zwei Apps zu einer zu migrieren! Jetzt seit Update geht Navi Ziel übertragen auch wieder! Damit sind mir aktuell keine Bugs bekannt! Fünf Sterne damit das so bleibt!,False,Matrixownes,5,2018-12-01 18:38:01,Funktioniert gut!,"{'id': 6216080, 'body': 'Hallo Matrixownes, vielen Dank für Ihre tolle Bewertung. Wir wünschen Ihnen auch weiterhin viel Spaß mit der myAudi App. Beste Grüße aus Ingolstadt, Ihr Audi Deutschland Team', 'modified': '2018-12-03T13:03:05Z'}",myaudi,440464115
"Die App lässt sich einfach und gut bedienen, man hat Zugriff auf die wichtigsten und relevantesten Funktionen. Allerdings wird der Ölstand offenbar nicht korrekt angezeigt. Während die App mitteilt, das der Stand gerade noch ausreichend ist, zeigt das MMI an, das der Ölstand voll ist. Das sollte nochmal gefixt werden. 
Ansonsten wie gesagt alles bestens, ich nutze die App täglich.",False,mir_na_klar,5,2021-03-19 18:15:44,Sehr praktisch und übersichtlich,"{'id': 21998766, 'body': 'Hallo mir_na_klar, vielen Dank für Ihr Feedback. Die Information über den Öl-Füllstand in der App dient lediglich als Orientierung. Bitte beachten Sie in jedem Fall die exakten Anzeigen in Ihrem Fahrzeug. Wir bitten um Ihr Verständnis und wünschen viel Spaß mit unserer App und weiterhin gute Fahrt – Ihr Audi Deutschland Team', 'modified': '2021-04-01T17:03:01Z'}",myaudi,440464115
"Bisher hatte ich wenig Fehler, aber das Design und die Ergonomie lassen stark zu wünschen übrig.

Warum muss ich zum Erreichen der wichtigsten Funktionen (Standklimatisierung, Ladeplanung und Ver/Entriegeln) soweit runter scrollen? Vorbei an einem riesigen (50% Screen) generischen Bild, das nur bedingt wie mein Auto aussieht (und das ich nicht mal austauschen kann).

Bitte fügt ganz oben ein paar Icons hinzu, mit denen man die nützliche Funktionen der App direkt und ohne Scrollen erreicht.",False,HeikoG73,5,2021-01-22 08:58:29,"Ganz ok, aber mehr auch nicht","{'id': 20738876, 'body': 'Hallo HeikoG73, vielen Dank für Ihr Feedback. Wir nehmen die Kritik unserer Kunden sehr ernst und arbeiten aktuell an einer Umgestaltung der App. Die neue Version wird Ihnen demnächst zur Verfügung stehen. Wir hoffen Sie mit dem neuen Layout noch mehr zu überzeugen. Bei weiteren Fragen wenden Sie sich bitte an die Kundenbetreuung unter digitalsupport@audi.de oder 0800 - 28 347 378 423. Beste Grüße aus Ingolstadt, Ihr Audi Deutschland', 'modified': '2021-01-29T19:32:44Z'}",myaudi,440464115
"den jetzigen Audi habe ich jetzt seit gut 2 Jahren. Damals gab es noch die Audi Connect App, die noch halbwegs gut funktionierte. Seitdem gab es viele Updates und dann nur noch die MyAudi App. Kontinuierlich wurde der Funktionsumfang weniger und die Probleme wurden mehr. Momentan ist es so, dass alle paar Minuten die App neu mit dem Auto verbinden muss. Web-Radio kann man also nicht mehr gebrauchen.
Über die Zeit hab ich mich so oft über das MMI, Audi Connect und diese App geärgert, dass ich inzwischen schon gar keine Lust mehr auf das MMI habe und es oft ausschalte. Im letzten Drittel der Nutzungszeit bin ich mental schon in einem ""Durchhaltemodus"" angelangt. Eigentlich schade, denn das Auto ist sonst sehr gut.
In einem halben Jahr beginnt die Findungsphase für das nächste Auto und da werden digitale Funktionen und deren Bedienung ein entscheidendes Kriterium werden. Wenn schon „Digitales“, dann sollte es auch funktionieren!! Mal sehen, wie weit die anderen Autohersteller so sind...",False,61Magic,2,2019-03-21 10:28:25,Probleme wie bei anderen Rezensenten,"{'id': 8497948, 'body': 'Hallo 61Magic,\n\nes tut uns leid, dass Sie Probleme mit der myAudi App haben.\nBitte beachten Sie, dass die App für eine stabile Verbindung zum MMI ""immer"" Zugriff auf den Standort benötigt. Genauere Informationen zur Fahrzeugverbindung können Sie ab sofort auch in Ihrer Profilübersicht (rechter Tab) einsehen.\nSollten Sie weiterhin Probleme haben, wenden Sie sich bitte an die Kundenbetreuung unter 0800 - 28 347 378 423 oder kundenbetreuung@audi.de. Wir helfen Ihnen gerne weiter. Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2019-05-03T15:35:15Z'}",myaudi,440464115
"Ich habe vor 14 Tagen mein Audi e-tron ausgeliefert bekommen und arbeite mit derAudi App. Leider funktioniert die Fernsteuerung nur sporadisch manche Tage überhaupt nicht. Das ist sehr ärgerlich gerade im Winter da die Klimatisierung nicht per Fernsteuerung gestartet werden kann. Da wünsche ich mir doch die Fernbedienung zurück aus den Verbrenner Modellen.
Auch die irreführende Meldung Tür nicht verschlossen bewegten  mich schon zwei dreimal zum Auto zurück zu kehren um zu überprüfen ob das Auto verschlossen ist. Fazit die Kommunikation mit der App und dem Auto funktioniert nicht fehlerfrei was ich für dieses Premium Modell mit App Lösung sehr schade finde eigentlich ein no go bei dem Verkaufspreis des Audi e-tron. PS der my Audi Account wird auch nicht von derApp erkannt obwohl dieser am Fahrzeug angemeldet ist. Das Autohaus konnte mir bisher noch nicht weiterhelfen.😤
Server Fehler oder Server nicht zu erreichen heißt es immer .",False,e-tron 1,3,2021-02-11 16:31:58,Server Fehler oder nicht zu erreichen,"{'id': 21061909, 'body': 'Hallo e-tron 1, wir entschuldigen uns für die Unannehmlichkeiten und möchten Ihnen gerne weiterhelfen. Hierfür benötigen wir aber genauere Informationen zu Ihrem Problem. Bitte wenden Sie sich an die Audi Kundenbetreuung unter digitalsupport@audi.de oder 0800 - 28 347 378 423. Beste Grüße aus Ingolstadt - Ihr Audi Deutschland Team', 'modified': '2021-02-15T11:47:13Z'}",myaudi,440464115
"Die Verbindung zum Fahrzeug funktioniert eigentlich nie !!! Das gesamte Setup das Audi hier anbietet ist lächerlich ... man bekommt oft nicht einmal Verbindung zum Fahrzeug, wenn man direkt daneben steht und das Handy aber vollen Empfang anzeigt. Das was Audi hier anbietet ist völlig unbrauchbar !!! ... das reicht nicht mal für einen Stern !!!",False,Bass-Bässer-am-Bässten,5,2020-01-05 21:46:28,myAudi ... eine einzige Katastrophe!!!,,myaudi,440464115
"Gute App, funktioniert prima. Besonders die Version für die Apple Watch ist ein bemerkenswertes Gadget. Da steckt noch Potential drin. Einzig bei der Anmeldung kommt ab und zu eine ungültige Serverantwort oder bei der Apple Watch kam zunächst die Fehlermeldung, dass das Fahrzeug (Q7) nicht unterstützt wird. Nach neuem Anmelden ging es dann und die App läuft nun stabil.",False,audi-dino,5,2019-09-09 12:49:35,"Funktioniert prima, Schwächen bei der Anmeldung.","{'id': 10613901, 'body': 'Hallo audi-dino,\nvielen Dank für Ihre positive Rezension.\nWir freuen uns, dass Sie mit der myAudi App zufrieden sind.\nWeiterhin viel Spaß mit Ihrer App und gute Fahrt, Ihr Audi Deutschland Team', 'modified': '2019-09-10T14:18:23Z'}",myaudi,440464115
"Die Anmeldung mit der App am Server funktioniert seit dem letzten Update nicht mehr. Per Browser alles Ok, demnach sind user und pw in Ordnung, die App allerdings nicht. Bitte wieder herstellen, so dass ein Iphone mit iOS 13.1.3 wieder funktioniert.",False,Mario Rienecker,5,2019-10-30 20:13:36,Keine Anmeldung möglich,"{'id': 11575005, 'body': 'Hallo Rieni1271, leider liegt momentan ein technisches Problem bei einem unserer Server vor. Wir arbeiten derzeit mit Hochdruck an einer Lösung und hoffen, dass Ihnen die Funktionalität der App baldmöglichst wieder zur Verfügung steht. Wir entschuldigen uns vielmals für die Unannehmlichkeiten. Weitere Fragen beantworten wir gerne unter 0800 - 28 347 378 423 oder kundenbetreuung@audi.de. Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2019-10-31T10:05:35Z'}",myaudi,440464115
"Bin zufrieden mit allem. Habe jedoch eine andere Frage. Neuerdings kann ich keine Musik über Bluetooth abspielen. Stattdessen wird mir „USB-Gerät 1“ angezeigt; obwohl nichts angeschlossen ist und die Quelle wird die ganze Zeit gesucht. Wenn ich es mit meinem Handy verbinden will, startet die Musik dennoch nicht. Die normale Telefonverbindung zum Telefonieren geht allerdings.. woran liegt das? Ich verzweifele hier schön",False,TestohnepositivdBewertung,5,2022-01-17 18:25:08,Super App,"{'id': 27537243, 'body': 'Lieber Kunde, wir freuen uns, dass Sie zufrieden sind und möchten Sie gerne auch bei der Musikwiedergabe unterstützen. Bitte trennen Sie die bestehende Bluetooth Verbindung und verbinden Sie Ihr Mobiltelefon erneut. Falls Ihr Anliegen weiterhin besteht, bitten wir Sie uns unter 0800 - 28 342 666 328 oder digitalsupport@audi.de zu kontaktieren. Ihr Audi Deutschland Team', 'modified': '2022-01-19T13:53:49Z'}",myaudi,440464115
"Die App verlangt ständig ein neues Login 
Routen ans Navi senden funktioniert nur sehr sporadisch, dafür muss ich mich erst im MMI wieder einloggen, was länger dauert, als die Adresse im Navi neu einzugeben, darum ist diese Funktion theoretisch toll, aber praktisch ist sie nicht nutzbar  
Wenn ein anderes Handy verbunden war, kann der Fahrzeugstatus nicht mehr abgerufen werden, erst muss man sich wieder ins Auto setzen und das eigene Handy wieder verbinden",False,LemgoC,4,2020-02-21 16:37:47,Verbindung instabil,,myaudi,440464115
Seit dem Update geht leider wieder gar nichts! Anmeldung ist seit vorgestern nicht mehr möglich.,False,jannik1896,5,2019-10-30 10:30:18,Updates...,"{'id': 11575406, 'body': 'Hallo jannik1896, leider liegt momentan ein technisches Problem bei einem unserer Server vor. Wir arbeiten derzeit mit Hochdruck an einer Lösung und hoffen, dass Ihnen die Funktionalität der App baldmöglichst wieder zur Verfügung steht. Wir entschuldigen uns vielmals für die Unannehmlichkeiten. Weitere Fragen beantworten wir gerne unter 0800 - 28 347 378 423 oder kundenbetreuung@audi.de. Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2019-10-31T10:25:33Z'}",myaudi,440464115
"Die App ist zum täglichen Gebrauch nützlich. Besonders unterwegs ist mit ein paar Klicks eine Ladestation oder das Fahrzeug selbst gut zu finden. Perfekt! 
Da man das E-Fahrzeug während des Parkens (oft kostenlos) im Auge hat, ist entspanntes shoppen möglich.
Praktisch ist auch der Fahrzeugstatus. Auto, Fenster oder Kofferraum geschlossen? Kann überwacht werden. 
Die App ist auf jeden Fall empfehlenswert.",False,Groß W,5,2019-03-31 18:04:46,Einfache Anwendung,"{'id': 8276800, 'body': 'Hallo Groß W,\nvielen Dank für Ihr Feedback!\nWir freuen uns, dass Sie mit der myAudi App zufrieden sind.\nWeiterhin viel Spaß mit Ihrer App und gute Fahrt, Ihr Audi Deutschland Team', 'modified': '2019-04-18T14:38:54Z'}",myaudi,440464115
"Die App funktioniert seit knapp 3 Wochen nicht...Es wird immer ein Netzwerkfehler angezeigt....Erst war es ein Server in Braunschweig der angeblich Schuld war/ist und nun Antwort Audi gar nicht mehr darauf....Da meine Standheizung über diese App zu handeln ist, schränkt das den luxuriösen Standard ganz schön ein...Derzeit lohnt es sich nicht diese App herunter zu laden...Wenn jemand den Fehler kennt und weiss wie ich das ding zum laufen bringen kann dann meldet euch gerne bei...",False,Crashberlin,5,2021-02-02 04:01:33,Funktioniert nicht,,myaudi,440464115
"Gern , was mir hier fehlt ist eine automatische Auflistung wann und wieviel geladen wurde ! Das Wehr für uns sehr hilfreich.",False,möbelscheune philipp,5,2020-01-05 13:32:40,Mehr Übersicht,,myaudi,440464115
"Eine ursprünglich sehr negativen Bewertung kann deutlich korrigiert werden: Seit Version 4 der App funktioniert die Verbindung zum Fahrzeug auf einmal. Davor haben von 10 Versuchen nur höchstens einer erfolgreich einen Verbindungsaufbau zum A6 55 TFSIe realisiert („die Daten können nicht aktualisiert werden“). Allerdings habe ich mich im Fahrzeug neu einloggen müssen, als ich Naviziele von der App gesendet hatte. Diese Aufforderung kam davor noch nie, vielleicht liegt es ja auch daran dass es jetzt zu 100% funktioniert. Eine bessere Anleitung wäre angesagt!",False,thomas.rehberg,4,2021-03-05 22:07:15,leider keine Verbindung zum Fahrzeug,"{'id': 21514119, 'body': 'Hallo thomas.rehberg, vielen Dank für Ihr positives Feedback! Wir arbeiten kontinuierlich daran, die myAudi App noch besser zu machen und freuen uns, dass sie nun wie gewünscht funktioniert. Weiterhin viel Spaß mit Ihrer App und gute Fahrt. Beste Grüße aus Ingolstadt - Ihr Audi Deutschland Team', 'modified': '2021-03-08T12:49:19Z'}",myaudi,440464115
"An sich tut die App was sie soll, man bekommt verlässlich alle Infos, kann die Standheizung bzw. Lüftung steuern und das Fahrzeug von der Ferne öffnen. Mehr verwende ich auch tatsächlich nicht. Allerdings werde ich das Warten auf den Connect Key via iPhone langsam leid. Diesen wünsche ich mir sehr.",False,K4yAr,5,2020-09-23 09:53:26,Tut was es soll mit einem kleinem Manko,,myaudi,440464115
"Läuft inzwischen sehr stabil. Tolles Design!
Bitte verbessern:
1. Das Heck des Fahrzeuges ist leider „abgeschnitten“, einen Grund, es zu verstecken, gibt es aber keineswegs!;)
2. Bitte ändert doch das Bild des bärtigen Mannes beim Öffnen der App!",False,Kunde FPunkt,5,2018-03-09 21:57:37,Deutlich verbessert,,myaudi,440464115
"Nach Öffnen der App erscheint die Beschreibung „Das ist neu“. Ich kann die Beschreibung zwar verlassen, sie erscheint aber sofort wieder, sodass die App nicht weiter genutzt werden kann 🙁",False,Uffke01,5,2019-10-21 16:51:53,MyAudi 3.13,"{'id': 11399438, 'body': 'Hallo Uffke01, vielen Dank für Ihr Feedback! In unserem Content Management System hat sich leider ein Fehler eingeschlichen, welcher nun behoben wurde. Da es jedoch bis zu 24 Stunden dauern kann, bis sich die App die neuesten Inhalte aus dem Content Management System zieht, hilft nur eine Neuinstallation der App, um den Fehler kurzfristig zu beheben. Ansonsten wird die App innerhalb der nächsten 24 Stunden wieder voll funktionsfähig sein. Wir entschuldigen uns vielmals für die Unannehmlichkeiten. Weitere Fragen beantworten wir gerne unter 0800 - 28 347 378 423 oder kundenbetreuung@audi.de. Grüße aus Ingolstadt! Ihr Audi Deutschland Team', 'modified': '2019-10-22T14:05:27Z'}",myaudi,440464115
"Die App funktioniert gut, ich würde mir aber mehr und genauere Informationen wünschen. Mein Kollege fährt Skoda, hier werden Fahrstrecken angezeigt mit Kraftstoffverbrauch. Schlimmer finde ich aber die Information der Adblue Reichweite. Hier steht nur größer 2400 km. Ich habe keine Ahnung wie viel hier noch im Tank ist. Bei Skoda wird immer die geschätzte Kilometerzahl angegeben z.B. noch 9800 km. Bitte dringend ändern.",False,B.MG,4,2020-05-09 18:17:39,Bitte mehr Informationen,,myaudi,440464115
